CancerTypes,cg00251716,cg01368075,cg02772121,cg04105511,cg04337594,cg06132620,cg06372779,cg06823060,cg06911354,cg07592254,cg08523456,cg10419849,cg10743291,cg11600734,cg14398860,cg14418633,cg15002250,cg15958289,cg18368125,cg18631798,cg19817912,cg20404260,cg20639396,cg24402880,cg24650915,cg25282976,cg25745246,cg26297005,cg26835683,cg27592331,sample_type
skin cutaneous melanoma,0.910968,0.809349,0.250715,0.666148,0.795423,0.69941,0.743762,0.849095,0.812813,0.63005,0.880321,0.92536,0.54036,0.314528,0.974072,0.45052,0.880419,0.213111,0.854108,0.300111,0.704234,0.571869,0.458886,0.330759,0.750464,0.762569,0.902767,0.678298,0.679476,0.851236,Metastatic
skin cutaneous melanoma,0.302355,0.257444,0.763688,0.792945,0.520814,0.727534,0.938442,0.506607,0.762351,0.385031,0.633268,0.931629,0.579908,0.782792,0.979734,0.972682,0.910434,0.16386,0.948944,0.891999,0.305486,0.780386,0.83337,0.657097,0.729915,0.926838,0.890841,0.838885,0.693477,0.804643,Metastatic
skin cutaneous melanoma,0.267697,0.553206,0.152791,0.238377,0.868819,0.542266,0.748356,0.573613,0.0763348,0.617372,0.671148,0.916874,0.705851,0.887365,0.981771,0.549008,0.881645,0.254261,0.921776,0.963284,0.394286,0.706886,0.760122,0.705162,0.799632,0.826827,0.477318,0.393276,0.78785,0.0891783,Metastatic
skin cutaneous melanoma,0.203393,0.205689,0.713674,0.878048,0.805763,0.889347,0.929587,0.294457,0.852552,0.540704,0.421322,0.924155,0.215172,0.863599,0.971131,0.238578,0.929348,0.0705457,0.9249,0.897474,0.1782,0.834002,0.88685,0.881981,0.259388,0.961646,0.918231,0.514845,0.816343,0.891159,Metastatic
skin cutaneous melanoma,0.276913,0.399445,0.903651,0.742921,0.902533,0.777918,0.935153,0.902671,0.746196,0.912971,0.951595,0.945696,0.475165,0.837899,0.977918,0.932276,0.962988,0.14665,0.94831,0.932478,0.333144,0.801548,0.88528,0.7679,0.851894,0.89553,0.934259,0.942813,0.899083,0.755778,Metastatic
skin cutaneous melanoma,0.256758,0.260484,0.445518,0.802553,0.531421,0.765955,0.825596,0.36825,0.268389,0.549355,0.565499,0.924108,0.343277,0.85904,0.972203,0.278108,0.935412,0.0961157,0.896309,0.935873,0.25158,0.849367,0.87572,0.267842,0.702336,0.932688,0.909937,0.274937,0.905638,0.892859,Metastatic
skin cutaneous melanoma,0.519008,0.860226,0.50561,0.572026,0.901171,0.66796,0.927017,0.886121,0.562228,0.956567,0.946248,0.953442,0.727271,0.835435,0.979578,0.723463,0.945654,0.531453,0.945056,0.951452,0.503272,0.802094,0.82243,0.633232,0.879777,0.913437,0.887234,0.879777,0.948249,0.479249,Metastatic
skin cutaneous melanoma,0.655856,0.540403,0.489779,0.446481,0.893779,0.586794,0.910342,0.735326,0.425961,0.88234,0.825958,0.943889,0.812796,0.627903,0.979749,0.454093,0.879896,0.309191,0.94,0.717388,0.52236,0.628274,0.687104,0.485283,0.79139,0.623467,0.916184,0.753523,0.830919,0.166508,Metastatic
skin cutaneous melanoma,0.875984,0.570644,0.960912,0.950219,0.424316,0.928344,0.946111,0.736104,0.879803,0.942084,0.858941,0.957167,0.0750425,0.928124,0.968527,0.0420876,0.949156,0.0459553,0.921725,0.961697,0.0975594,0.900145,0.939389,0.825503,0.864187,0.966072,0.928006,0.939175,0.934913,0.911902,Metastatic
skin cutaneous melanoma,0.395464,0.870217,0.891335,0.664912,0.800036,0.609725,0.896758,0.377723,0.20601,0.513406,0.879801,0.934246,0.578223,0.613418,0.972573,0.457018,0.943458,0.0929936,0.862223,0.939883,0.326571,0.683971,0.838877,0.279826,0.753015,0.738911,0.878447,0.656362,0.937373,0.745668,Metastatic
skin cutaneous melanoma,0.074811,0.896338,0.930204,0.944442,0.232721,0.90256,0.726708,0.154542,0.936509,0.293656,0.707313,0.928417,0.193018,0.860115,0.971468,0.540237,0.716212,0.0375177,0.932686,0.75705,0.141889,0.899017,0.712356,0.584117,0.633605,0.976269,0.908867,0.946322,0.625395,0.87615,Metastatic
skin cutaneous melanoma,0.682207,0.787274,0.867477,0.830339,0.937673,0.863662,0.916883,0.88694,0.826589,0.950427,0.929325,0.939868,0.357473,0.923849,0.978102,0.973479,0.954281,0.257799,0.953224,0.958617,0.256418,0.910946,0.878518,0.872537,0.916947,0.96847,0.936399,0.929926,0.949346,0.897975,Metastatic
skin cutaneous melanoma,0.85338,0.832704,0.803324,0.818031,0.924947,0.885165,0.846664,0.811738,0.752943,0.713282,0.897123,0.859388,0.903234,0.317972,0.97255,0.379581,0.831338,0.0851254,0.915801,0.11092,0.920033,0.792016,0.681254,0.225632,0.809529,0.866202,0.916528,0.364743,0.924639,0.891445,Metastatic
skin cutaneous melanoma,0.246706,0.566574,0.349356,0.833278,0.886705,0.793015,0.924386,0.465828,0.862446,0.755299,0.925395,0.953194,0.508157,0.764954,0.965655,0.700428,0.905278,0.345496,0.93409,0.799561,0.3079,0.761769,0.897796,0.785181,0.710794,0.873722,0.93146,0.294999,0.869437,0.683419,Metastatic
skin cutaneous melanoma,0.4187,0.767722,0.680773,0.712931,0.687803,0.791824,0.93159,0.302042,0.810374,0.209496,0.6812,0.921297,0.378253,0.806903,0.974742,0.435727,0.920929,0.0949689,0.931267,0.933144,0.190634,0.79256,0.827995,0.706788,0.805801,0.972184,0.902697,0.61627,0.918653,0.141657,Metastatic
skin cutaneous melanoma,0.758149,0.495502,0.835703,0.730065,0.917821,0.83732,0.935309,0.607621,0.674531,0.790431,0.8149,0.953412,0.468677,0.827392,0.965402,0.331109,0.94597,0.258344,0.940911,0.82799,0.315381,0.796314,0.892102,0.804229,0.754007,0.899925,0.913522,0.858385,0.885187,0.694702,Metastatic
skin cutaneous melanoma,0.649939,0.747172,0.673111,0.414259,0.872748,0.603771,0.823244,0.759352,0.470768,0.911497,0.611039,0.956863,0.818555,0.627861,0.977699,0.536347,0.830722,0.306376,0.92199,0.811699,0.572767,0.454191,0.569466,0.412046,0.870419,0.836258,0.865679,0.904822,0.839694,0.379511,Metastatic
skin cutaneous melanoma,0.134518,0.610302,0.255933,0.868558,0.62768,0.821613,0.917436,0.903559,0.873942,0.37251,0.424889,0.93374,0.194589,0.883534,0.973402,0.954837,0.939069,0.0735573,0.92082,0.948983,0.185701,0.835414,0.887164,0.838526,0.79237,0.930639,0.884599,0.446564,0.889743,0.736992,Metastatic
skin cutaneous melanoma,0.17428,0.706382,0.920376,0.835924,0.904623,0.848157,0.937763,0.666645,0.860984,0.927941,0.932316,0.931577,0.371378,0.860132,0.97095,0.92003,0.935888,0.0952566,0.872488,0.932062,0.175318,0.837523,0.839955,0.858175,0.70621,0.963699,0.92558,0.877224,0.929593,0.849535,Metastatic
skin cutaneous melanoma,0.210521,0.68008,0.385267,0.392158,0.809449,0.817932,0.921651,0.644699,0.0481394,0.377376,0.829817,0.939491,0.299189,0.851726,0.974954,0.355481,0.933988,0.0514351,0.920125,0.954216,0.244586,0.804188,0.858099,0.587055,0.757494,0.938506,0.885037,0.431143,0.935789,0.110385,Metastatic
skin cutaneous melanoma,0.134568,0.948056,0.037708,0.831823,0.932664,0.907082,0.150797,0.446911,0.927269,0.151296,0.888795,0.937584,0.159834,0.898939,0.979295,0.802326,0.940404,0.0745215,0.947608,0.960375,0.199467,0.529875,0.822678,0.901322,0.691106,0.900828,0.927992,0.894727,0.907638,0.944308,Metastatic
skin cutaneous melanoma,0.597033,0.78329,0.467264,0.476551,0.788328,0.555941,0.849027,0.717096,0.507174,0.75169,0.930439,0.944325,0.82554,0.620707,0.973015,0.919561,0.609454,0.253048,0.933742,0.899232,0.590377,0.648051,0.689947,0.429488,0.789799,0.795742,0.912556,0.891151,0.914991,0.306156,Metastatic
skin cutaneous melanoma,0.0951267,0.817233,0.13528,0.924866,0.828503,0.871529,0.551619,0.194838,0.91393,0.15692,0.600652,0.926978,0.218538,0.882364,0.967085,0.925683,0.941704,0.0722867,0.908126,0.94341,0.140081,0.742396,0.221567,0.606237,0.183315,0.95362,0.915003,0.153274,0.796379,0.92045,Metastatic
skin cutaneous melanoma,0.849221,0.77084,0.495564,0.21282,0.920622,0.360127,0.724654,0.881161,0.126263,0.943487,0.91143,0.946652,0.920896,0.589344,0.977711,0.80914,0.92501,0.183991,0.928694,0.894172,0.853811,0.471572,0.664231,0.144052,0.805443,0.866986,0.883555,0.883465,0.914406,0.0979986,Metastatic
skin cutaneous melanoma,0.430406,0.933211,0.0517573,0.878063,0.858096,0.79191,0.717631,0.851847,0.92165,0.515572,0.928596,0.915888,0.432004,0.700619,0.977574,0.088402,0.92706,0.069051,0.510102,0.930718,0.391436,0.81539,0.138465,0.876731,0.45017,0.953849,0.836745,0.421899,0.850223,0.783275,Metastatic
skin cutaneous melanoma,0.515485,0.629893,0.390057,0.458919,0.928284,0.642373,0.609609,0.799834,0.577529,0.875129,0.642214,0.944101,0.719891,0.771554,0.977247,0.657822,0.915501,0.275418,0.947212,0.918468,0.464044,0.686825,0.752404,0.565058,0.856517,0.910514,0.93269,0.631969,0.887206,0.349193,Metastatic
skin cutaneous melanoma,0.772871,0.492541,0.672971,0.895428,0.934105,0.883196,0.931065,0.906513,0.871669,0.227949,0.925549,0.949965,0.283734,0.895796,0.970732,0.229197,0.947946,0.0474108,0.70961,0.920669,0.166747,0.857445,0.908845,0.880463,0.236523,0.962797,0.918561,0.751403,0.920071,0.92252,Metastatic
skin cutaneous melanoma,0.122723,0.338418,0.166834,0.941891,0.57398,0.914759,0.87329,0.872353,0.935332,0.723004,0.117802,0.907956,0.121727,0.880018,0.978825,0.983597,0.907285,0.0525229,0.963325,0.946533,0.11881,0.897575,0.945277,0.881185,0.884582,0.967436,0.940634,0.100913,0.914786,0.915031,Metastatic
skin cutaneous melanoma,0.0737114,0.108587,0.654435,0.740545,0.105552,0.628958,0.082466,0.0678098,0.933826,0.122041,0.062233,0.597505,0.0767523,0.91709,0.977976,0.0863319,0.950719,0.0361037,0.914938,0.946963,0.076008,0.13537,0.589683,0.249517,0.216795,0.877882,0.942606,0.941703,0.184255,0.926681,Metastatic
skin cutaneous melanoma,0.385763,0.568558,0.127877,0.607439,0.905687,0.593729,0.858086,0.879035,0.665186,0.71788,0.791079,0.954608,0.719594,0.72985,0.968581,0.588151,0.939966,0.24097,0.79924,0.866667,0.383018,0.687348,0.782705,0.410605,0.84544,0.862234,0.907111,0.807588,0.784968,0.475019,Metastatic
skin cutaneous melanoma,0.207308,0.183371,0.332068,0.862619,0.832846,0.818953,0.916002,0.30714,0.895369,0.264482,0.344805,0.857543,0.357777,0.835305,0.973162,0.626379,0.921563,0.119146,0.924164,0.927385,0.229339,0.710514,0.656799,0.771725,0.459722,0.957739,0.931555,0.201836,0.556201,0.839038,Metastatic
skin cutaneous melanoma,0.143875,0.238074,0.649518,0.811233,0.916033,0.811268,0.923512,0.575377,0.806811,0.608096,0.650655,0.927021,0.31608,0.880709,0.97986,0.697107,0.945368,0.129997,0.935434,0.958079,0.196852,0.848512,0.898808,0.807728,0.430008,0.958135,0.905675,0.844539,0.843519,0.856586,Metastatic
skin cutaneous melanoma,0.771669,0.743137,0.480002,0.19179,0.834896,0.456382,0.683137,0.882771,0.172231,0.899634,0.920619,0.944368,0.903198,0.697213,0.97349,0.894907,0.882589,0.295309,0.926429,0.885059,0.802252,0.506163,0.652092,0.164404,0.848085,0.755057,0.894983,0.854774,0.861715,0.121908,Metastatic
skin cutaneous melanoma,0.130001,0.24313,0.934474,0.869952,0.880958,0.919878,0.874666,0.429337,0.895495,0.40979,0.548834,0.907062,0.260364,0.901694,0.954551,0.240935,0.949958,0.229352,0.927221,0.952522,0.160642,0.793527,0.658891,0.880032,0.124015,0.967563,0.92988,0.733788,0.886318,0.909949,Metastatic
skin cutaneous melanoma,0.0726796,0.208413,0.686331,0.914619,0.31254,0.876006,0.100828,0.176652,0.907563,0.18319,0.343334,0.904472,0.0926824,0.8971,0.950827,0.0727156,0.81763,0.0426715,0.938214,0.941431,0.114612,0.827658,0.73807,0.72473,0.131555,0.932758,0.90822,0.41388,0.862079,0.908295,Metastatic
skin cutaneous melanoma,0.441705,0.549315,0.729692,0.761205,0.756935,0.597879,0.871645,0.679685,0.825687,0.823762,0.634122,0.925583,0.593256,0.715505,0.973673,0.805166,0.945687,0.124796,0.96031,0.795227,0.382137,0.813538,0.712172,0.500031,0.836821,0.798093,0.925779,0.891041,0.886004,0.74994,Metastatic
skin cutaneous melanoma,0.404459,0.707923,0.710666,0.778481,0.935216,0.807039,0.920968,0.751244,0.582112,0.896884,0.850704,0.958093,0.280955,0.861011,0.980485,0.379074,0.919708,0.178457,0.93855,0.94966,0.294454,0.814103,0.883891,0.793364,0.626434,0.920782,0.875514,0.938788,0.924133,0.606372,Metastatic
skin cutaneous melanoma,0.473509,0.408888,0.764792,0.627696,0.898048,0.608319,0.930494,0.494549,0.556852,0.570017,0.461615,0.916729,0.576345,0.734507,0.969672,0.406764,0.9183,0.182895,0.901809,0.897865,0.421567,0.737457,0.793222,0.662654,0.780254,0.693241,0.830733,0.897528,0.899352,0.5629,Metastatic
skin cutaneous melanoma,0.0754984,0.726324,0.0397768,0.933272,0.927398,0.919732,0.905237,0.275214,0.914059,0.565083,0.846328,0.928864,0.144915,0.929348,0.970743,0.985528,0.952214,0.186925,0.938524,0.936232,0.0843072,0.864706,0.829631,0.893483,0.870177,0.9678,0.931921,0.529748,0.925289,0.951084,Metastatic
skin cutaneous melanoma,0.0662504,0.234013,0.967346,0.871343,0.814652,0.865074,0.916696,0.831955,0.927465,0.443981,0.914861,0.937744,0.367045,0.893078,0.967962,0.870998,0.919791,0.0765891,0.938618,0.919909,0.112168,0.890743,0.501776,0.87986,0.839748,0.939031,0.919827,0.559095,0.895804,0.936315,Metastatic
skin cutaneous melanoma,0.0622549,0.841616,0.226834,0.868245,0.282213,0.858211,0.0787787,0.160639,0.920672,0.451001,0.0655218,0.66631,0.162969,0.838954,0.961623,0.831223,0.898914,0.21511,0.804759,0.728685,0.0933099,0.50016,0.763962,0.794446,0.483994,0.913737,0.873193,0.122973,0.497322,0.107041,Metastatic
skin cutaneous melanoma,0.496473,0.621888,0.851788,0.627519,0.929952,0.604011,0.937064,0.86938,0.546488,0.605932,0.850697,0.943883,0.65804,0.607206,0.980851,0.909483,0.943629,0.173928,0.933432,0.928325,0.400686,0.720868,0.827006,0.65886,0.806806,0.836742,0.927625,0.430352,0.925509,0.590451,Metastatic
skin cutaneous melanoma,0.722698,0.353364,0.693501,0.937671,0.93695,0.904504,0.950619,0.663337,0.144694,0.169168,0.320791,0.953753,0.136369,0.923497,0.974217,0.199834,0.954702,0.0740535,0.913046,0.951766,0.185826,0.877462,0.925007,0.759532,0.511946,0.964433,0.651469,0.84084,0.920701,0.629112,Metastatic
skin cutaneous melanoma,0.294802,0.453217,0.173487,0.722974,0.718841,0.714012,0.767188,0.610159,0.860556,0.530521,0.441879,0.941554,0.619876,0.838628,0.979995,0.417001,0.882791,0.204959,0.906632,0.891643,0.390076,0.656985,0.901035,0.678855,0.59875,0.935016,0.902748,0.700252,0.574488,0.0633819,Metastatic
skin cutaneous melanoma,0.853486,0.677359,0.349808,0.321906,0.910289,0.428699,0.890497,0.73193,0.213252,0.913958,0.917893,0.945537,0.91202,0.496152,0.976685,0.740912,0.867853,0.227887,0.863978,0.683229,0.88254,0.603542,0.636207,0.321139,0.730128,0.751325,0.831879,0.896845,0.877174,0.107151,Metastatic
skin cutaneous melanoma,0.294257,0.376421,0.925066,0.938403,0.432064,0.897402,0.885755,0.826872,0.91044,0.214699,0.896247,0.93456,0.107818,0.882015,0.976271,0.156995,0.954837,0.037991,0.927823,0.938061,0.109514,0.901642,0.868252,0.600811,0.522066,0.966903,0.73746,0.74259,0.909927,0.947541,Metastatic
skin cutaneous melanoma,0.654958,0.717801,0.525232,0.323902,0.828128,0.481826,0.809919,0.769055,0.36393,0.852759,0.708524,0.932302,0.85961,0.632641,0.97631,0.567635,0.8778,0.228462,0.950875,0.833016,0.522374,0.59188,0.682708,0.309833,0.797886,0.85929,0.908878,0.732222,0.818169,0.291664,Metastatic
skin cutaneous melanoma,0.1829,0.257903,0.889108,0.801275,0.610796,0.785697,0.904469,0.411233,0.861526,0.325268,0.226886,0.906336,0.464596,0.897489,0.969159,0.48428,0.908893,0.314599,0.848271,0.88283,0.152758,0.819858,0.779344,0.765771,0.3101,0.90417,0.878502,0.698946,0.808074,0.843031,Metastatic
skin cutaneous melanoma,0.22793,0.455785,0.485525,0.744965,0.624783,0.74332,0.922251,0.75739,0.811524,0.926283,0.876788,0.950238,0.552229,0.874419,0.976062,0.376979,0.922989,0.23017,0.930466,0.952101,0.344156,0.816568,0.623041,0.772667,0.552387,0.94906,0.880437,0.361469,0.757939,0.232113,Metastatic
skin cutaneous melanoma,0.161744,0.162972,0.420792,0.835755,0.717718,0.688055,0.903457,0.179485,0.859555,0.58714,0.532449,0.921214,0.238728,0.75479,0.963124,0.547557,0.908513,0.0367537,0.950086,0.674877,0.235224,0.668031,0.356582,0.667694,0.520351,0.852863,0.933057,0.805441,0.863097,0.868539,Metastatic
skin cutaneous melanoma,0.123956,0.138834,0.965718,0.925835,0.940437,0.870402,0.929224,0.73141,0.902772,0.169195,0.92252,0.952268,0.176768,0.898323,0.979458,0.958738,0.942163,0.0586429,0.928888,0.9383,0.150895,0.861296,0.320425,0.586036,0.905794,0.948431,0.903003,0.86604,0.893478,0.915134,Metastatic
skin cutaneous melanoma,0.213795,0.578374,0.953532,0.0943086,0.2557,0.804898,0.933772,0.11564,0.0445118,0.757641,0.682003,0.941398,0.323924,0.799544,0.978957,0.211162,0.948492,0.0464162,0.953182,0.961159,0.203714,0.818993,0.883154,0.292886,0.891821,0.892853,0.79119,0.217945,0.924726,0.88738,Metastatic
skin cutaneous melanoma,0.868197,0.627262,0.174348,0.487583,0.900425,0.509685,0.872957,0.812595,0.38968,0.740477,0.930345,0.949605,0.880752,0.780118,0.973168,0.924592,0.865394,0.277635,0.927354,0.891327,0.574557,0.686734,0.79307,0.53031,0.842201,0.807202,0.880321,0.612279,0.920563,0.312243,Metastatic
skin cutaneous melanoma,0.149529,0.167324,0.137328,0.874038,0.887355,0.896609,0.148158,0.326044,0.903067,0.505645,0.699951,0.933555,0.379225,0.893016,0.971291,0.900445,0.912256,0.202935,0.951599,0.933567,0.15388,0.845591,0.691706,0.855843,0.740289,0.794805,0.918198,0.915121,0.909054,0.911301,Metastatic
skin cutaneous melanoma,0.794546,0.935972,0.599901,0.923263,0.940683,0.860175,0.902593,0.889374,0.893276,0.955452,0.822193,0.937326,0.393209,0.870482,0.979978,0.873823,0.954364,0.0669944,0.929962,0.439097,0.256989,0.852986,0.148202,0.900786,0.862429,0.943068,0.937982,0.222519,0.606165,0.898054,Metastatic
skin cutaneous melanoma,0.187619,0.345913,0.395373,0.896027,0.938324,0.869153,0.942163,0.631539,0.847224,0.453647,0.790674,0.953159,0.380901,0.928959,0.975777,0.361759,0.940724,0.127836,0.925594,0.866776,0.161382,0.877068,0.870922,0.828048,0.738526,0.965908,0.648509,0.889579,0.878936,0.896471,Metastatic
skin cutaneous melanoma,0.408005,0.395024,0.0976843,0.780699,0.829772,0.734507,0.908853,0.413926,0.802773,0.520391,0.492658,0.921073,0.576992,0.721144,0.971344,0.557056,0.908548,0.177462,0.935861,0.913769,0.326489,0.811883,0.492439,0.624702,0.678384,0.599843,0.867525,0.635387,0.693199,0.0916921,Metastatic
skin cutaneous melanoma,0.403866,0.777677,0.643209,0.755456,0.789677,0.540147,0.757831,0.625567,0.810729,0.732152,0.689682,0.939105,0.476141,0.5767,0.977431,0.809506,0.870996,0.17421,0.939189,0.732993,0.519049,0.750777,0.422395,0.50746,0.771683,0.857581,0.920772,0.57006,0.86975,0.62462,Metastatic
skin cutaneous melanoma,0.153597,0.196676,0.938031,0.631366,0.325256,0.791024,0.9138,0.323681,0.688919,0.691147,0.219696,0.944547,0.462322,0.882794,0.963321,0.249763,0.955252,0.160133,0.968209,0.958967,0.218946,0.835736,0.595583,0.884638,0.897115,0.958134,0.886049,0.410233,0.760777,0.599406,Metastatic
skin cutaneous melanoma,0.598651,0.688527,0.560865,0.492766,0.900971,0.512042,0.854174,0.787431,0.512062,0.699357,0.931834,0.927689,0.878456,0.67595,0.976593,0.805255,0.866402,0.336832,0.94163,0.774908,0.547308,0.686524,0.686514,0.519701,0.797381,0.784329,0.841942,0.584604,0.904425,0.285855,Metastatic
skin cutaneous melanoma,0.571716,0.498316,0.122854,0.608462,0.811447,0.579483,0.834463,0.731009,0.436328,0.529601,0.882367,0.928388,0.573645,0.752558,0.975147,0.948883,0.830934,0.54078,0.902882,0.947937,0.55837,0.701896,0.751446,0.30928,0.691876,0.849602,0.739637,0.520159,0.832665,0.455584,Metastatic
skin cutaneous melanoma,0.0732713,0.137055,0.182541,0.937428,0.476886,0.903396,0.941275,0.186859,0.907741,0.559117,0.0807148,0.918558,0.113084,0.956062,0.974372,0.0887315,0.944651,0.108681,0.93011,0.953786,0.115746,0.91424,0.316852,0.920251,0.30062,0.975268,0.875157,0.144799,0.702273,0.483279,Metastatic
skin cutaneous melanoma,0.180117,0.142185,0.884014,0.894841,0.928688,0.910184,0.893908,0.404623,0.921731,0.509974,0.870132,0.953711,0.276852,0.907868,0.951609,0.97303,0.94529,0.534569,0.926447,0.925515,0.13972,0.873709,0.801662,0.88002,0.648193,0.951945,0.937131,0.947132,0.921729,0.90245,Metastatic
skin cutaneous melanoma,0.150901,0.301798,0.878547,0.741694,0.820824,0.759154,0.903077,0.698234,0.725153,0.356462,0.90794,0.923718,0.36733,0.848903,0.971751,0.936087,0.922515,0.221833,0.923725,0.855829,0.33159,0.812354,0.843858,0.836328,0.319844,0.913796,0.889981,0.902227,0.775662,0.887049,Metastatic
skin cutaneous melanoma,0.345061,0.350982,0.136981,0.717779,0.914006,0.724298,0.910148,0.819276,0.738603,0.560254,0.916699,0.949224,0.685159,0.785472,0.969392,0.895756,0.937793,0.159948,0.949875,0.931562,0.365748,0.770496,0.423526,0.594378,0.614874,0.908021,0.879418,0.691562,0.932494,0.703764,Metastatic
skin cutaneous melanoma,0.175593,0.215782,0.927567,0.889481,0.752639,0.794666,0.935857,0.312784,0.899065,0.18834,0.488947,0.941154,0.479106,0.910447,0.977709,0.27914,0.949933,0.247733,0.920748,0.930865,0.231409,0.598084,0.861438,0.829631,0.838725,0.940724,0.927123,0.943637,0.556685,0.895469,Metastatic
skin cutaneous melanoma,0.152473,0.5883,0.737837,0.899212,0.501083,0.855423,0.344168,0.520638,0.879616,0.6955,0.205568,0.947248,0.279168,0.916771,0.9808,0.262288,0.940939,0.105523,0.968611,0.740776,0.250475,0.764637,0.706674,0.86303,0.312115,0.786649,0.942549,0.846737,0.724532,0.878449,Metastatic
skin cutaneous melanoma,0.828316,0.727776,0.682544,0.555484,0.914316,0.634008,0.854946,0.837811,0.508355,0.848715,0.836893,0.929887,0.861137,0.779237,0.965157,0.717547,0.859064,0.385032,0.923265,0.780444,0.548729,0.696532,0.769389,0.486488,0.838798,0.818274,0.88866,0.908592,0.817463,0.414484,Metastatic
